address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type)
"5/78/7, Ground Floor, Bangalore Central, Bellandur, Bangalore",McDonald's,Yes,No,3.2,258.0,080 66000666,Bellandur,Quick Bites,"Burgers, Fries","Burger, Fast Food",500.0,Dine-out
"225, 2nd Cross, Opposite BBMP Office, Bellandur, Bangalore",Punjabi Food Point,Yes,No,3.3,200.0,"+91 9535007142
+91 9513117142",Bellandur,Quick Bites,"Aloo Paratha, Panneer Butter Masala","North Indian, Mughlai, Biryani, Chinese",450.0,Dine-out
"18/1C, Near Trinity Meadows, Bellandur Main Road, Bellandur, Bangalore",Zayakedar,Yes,No,4.0,250.0,"+91 7353873568
+91 8123870858",Bellandur,Quick Bites,"Rajma, Fried Rice, Lassi, Butter Phulkas, Bhindi Fry, Thali, Butter Chicken",North Indian,250.0,Dine-out
"4th Cross, Bellandur, Annaiah Reddy Layout, Opposite Mahaganapathi Temple, Bellandur, Bangalore",Mumbai Xpress,Yes,No,2.9,89.0,+91 7760624268,Bellandur,Quick Bites,"Chai, Vada Pav, Pizza","Fast Food, Street Food",350.0,Dine-out
"75/2B, Near Trinity Meadows, Bellandur, Bangalore",Abbabi Chicken,Yes,No,3.8,133.0,"+91 8095555255
+91 8884802444",Bellandur,Quick Bites,"Rolls, Chicken Shawarama, Chicken Shwarma Roll, Abbabi Chicken, Shawarma Roll",Fast Food,200.0,Dine-out
"RMZ Ecoworld, Bellandur, Bangalore",Burrito Boys,No,No,2.7,39.0,"+91 8892761093
+91 9980844403",Bellandur,Food Court,Rice Bowl,"Mexican, Tex-Mex",330.0,Dine-out
"76/2B, 4, Main Road, Bellandur, Bangalore",Goli Vada Pav No. 1,Yes,No,3.3,84.0,+91 9706319959,Bellandur,Quick Bites,"Masala Vada Pav, Kulfi",Street Food,200.0,Dine-out
"33/1, 2nd Main Road, Outer Ring Road, Bellandur, Bangalore",Ritomi's Lov,Yes,No,3.7,48.0,"+91 7760611450
+91 7899976696",Bellandur,Quick Bites,"Paratha, Thali, Rajma, Poha",North Indian,400.0,Dine-out
 ('Rated 4.0'," """"RATED\n  Good place to chill at... Can grab a good bowl of pasta and coffee and read in peace for a while.. the staff is friendly and the service is good.. the quantity has declined over time and so has the quality.. mebbe because the cook changed... Have been here a regular from almost 5 Months.. the ice creams were good but for some reason they stopped.. dish I would recommend is chicken morney with extra chicken and cafe mocha.. perfect combination.. and a good meal on a lazy day.. the management.. kindly don't spoil the quantity and quality of your food.. that's what makes people coming back.."""")", ('Rated 4.0'," """"RATED\n  I'm a fan of Americano and Chicken Pasta @ Daily Bread.\nThe place is bit dusty",,," """"RATED\n  Never visit or order from this place.Ordered Veg. PESTO CREAM and a egg wrap. I would strongly suggest don't even think of trying it. Its not even near pasta. And for the egg wrap it took like forever to serve. Waited 25 mins for egg wrap and considering we were the only customer its worst service. Cold Coffee was okay okay. Think again if you want to try this place.\n\nNever coming back."""")", ('Rated 3.5'," """"RATED\n  This is a newly opened food spot in Bellandur. We just went in and took two coupons for a veg buffet @ 150/- each. Seriously", the food was delicious to the core. We had that homely feeling while enjoying their buffet. The veg buffet had a dessert, a sweet corn salad,," mixed veg & spicy potatoes with capsicum. We're definitely putting this place as our weekend lunch spot. Homely food with proper hygiene.\n\nThe cafe has a separate section for buffet and their bakery items. They even got a TT table & a Foosball spot. There were some 10-12 people while we were there for lunch. Highly recommended for the residents of Bellandur !"""")"
"74/2, Outer Ring Road, Bellandur Junction, Bellandur, Bangalore",The Kebab House,Yes,No,4.3,49.0,+91 9535466077,Bellandur,Quick Bites,"Cheese Naan, Biryani, Onion Rings","Kebab, Biryani",250.0,Dine-out
"17/1, ARB Complex, Ambalipura, Bellandur, Bangalore",Udupi Ruchi,Yes,No,3.8,240.0,080 41037193,Bellandur,Quick Bites,"Tea, Biryani","South Indian, North Indian, Chinese, Street Food",200.0,Dine-out
"3/2, 1st Floor,Near Ramdev Medical, Bellandur Gate, Bellandur, Bangalore",Ammi's Biryani,No,No,2.8,43.0,+91 9513777155,Bellandur,Quick Bites,"Chicken Biryani, Mutton Biryani","Biryani, North Indian",500.0,Dine-out
"95/2, Green Glen Layout, Sobha Lakeview Clubhouse, Bellandur, Bangalore",Filmy Kitchen,Yes,No,3.7,182.0,"+91 9666828389
+91 9666826633",Bellandur,Quick Bites,"Paneer Tikka, Dal Bati, Gulab Jamun, Thali, Tandoori Mushrooms, Chole, Chinese Bhel","North Indian, South Indian, Italian, Chinese, Fast Food",400.0,Dine-out
"102, 1st Floor, The Bay, RMZ Ecospace, Varthur Hobli, Bellandur, Bangalore",Domino's Pizza,Yes,No,3.2,66.0,"080 41534484
18602100000",Bellandur,Quick Bites,Pizza Burger,"Pizza, Fast Food",800.0,Dine-out
 ('Rated 1.0'," """"RATED\n  Worst ever food. Tasteless over spicy ... They used curry leaves in dal - a big box no for Bengal cuisine. It's a punishment to have foods from or at this place. I feel like puking."""")", ('Rated 3.5'," 'RATED\n  We ordered """"Paneer Tikka"""" and """"Tandoori Aloo Cheese Tikka Roll"""". Rolls were tasty and value for money",,, ('Rated 1.0', 'RATED\n  Pathetic food,the fish served to us was not fresh at all.They had served same gravy for fish,chicken and mutton with no variations and taste.A complete waste of money. I will not recommand any one to visit this restaurent.'), ('Rated 1.0',, they were like
"33/1 - 33/2, Outer Ring Road, Next to Maruti Showroom, Bellandur, Bangalore",Rangla Punjab,Yes,No,2.9,313.0,"+91 8884868470
+91 7259138622",Bellandur,Quick Bites,"Naan, Paratha, Sweet Lassi, Egg Masala, Matar Paneer, Dal Tadka, Panneer Butter Masala","North Indian, Chinese",450.0,Dine-out
"61, Green Glen Layout, Bellandur, Bangalore",Yummy Tummy,Yes,No,3.0,111.0,+91 9148842570,Bellandur,Quick Bites,"Rolls, Paratha","Rolls, North Indian, Chinese, Biryani",400.0,Dine-out
 ('Rated 2.0', 'RATED\n  It is one of the places which once start running they forget about quality.. Service.. Taste of food.. Never expected this from. Black pearl..\nMocktails.. Too sweet..\nStarters.. Cold and neutral in taste..\nThe amount of money what u charge just try to do justice to it..'), ('Rated 4.0', 'RATED\n  Better and bigger than the other outlet.\nWide variety of options.\nFood was delicious. Had squid,,, chats , everything was great'), ('Rated 3.0'," """"RATED\n  Visited this place recently for a team dinner. We we're approx. 30 people but we could not get a one table for all of us hence we had to split between veg n non veg.\nInterior is really good. Nice theme they have thought of. Loved the pirates hat and few of the statue s where you can take pictures n all.\nService was also good. We were asked so many times on how's the food quality n if we want to make any changes on how the starters are getting prepared etc. We we're very much comfortable with the hospitality.\nLet's come to food now. Food was I would say average as a vegetarian if I say. Not sure about the non veg. I felt they should have more better options for veg starters and also more tasty. For main course we just had Jeera Rice. No Biryani ?? which was very strange. Never expected. Desert as pretty good.\nOverall good place to visit once only for team dinner and if company is paying for it. ?"""")", ('Rated 3.0',, (although I felt the music was loud for a Sunday lunch ??\u200d??) otherwise loved the barbecue buffet spread!! The complimentary drink was the icing on the cake to make me know I am in the right place in My Sunday afternoon...\nGreat ambience for any get together! Let be family friends or colleagues.')
"Behind MK Retail, Sarjapur Road, Bangalore",Byg Brewski Brewing Company,Yes,Yes,4.9,16345.0,+91 8039514766,Sarjapur Road,Microbrewery,"Cocktails, Dahi Kebab, Rajma Chawal, Butter Chicken, Craft Beer, Chicken Dumplings, Teriyaki Fish","Continental, North Indian, Italian, South Indian, Finger Food",1600.0,Dine-out
" Food and music really bang on. Definitely gonna visit this place again. And highly recommended.\n\nThis place is a must try!"""")", ('Rated 4.0', 'RATED\n  Visited this place on a weekend night and was amused by the energy of the place.\nThe ambience and music is everything that you need on a weekend.\nWe had done reservation so seating was not a problem.\nFood options were good as well. Tried a chicken starter and pizza along with some beer there.\n\nAwesome experience. Must try!!'), ('Rated 3.0',,, ('Rated 5.0'," """"RATED\n  Visit over there a week ago very nice place to hangout\nCroud can't imagine food is excellent ambiance also very good only thing is service get little slow but no worry time easily can pass definitely I preferred that place location also very particular place very near to main road mind blowing place really ?????????????"""")", ('Rated 4.0'," """"RATED\n  After such a long gap ", I got to visit Hoot which is pretty close to my place. Had great time there. Perfect place for group of friends n family. They have dance floors which is always occupied. :)\nFood was really nice and tasty. But beer we felt it's bit different from what we had in other brewerys. Overall we liked the place.\nIf you haven't visited hoot,, Cocktail
"26, Opposite Shubh Enclave, Ambalipura Village, Sarjapur Road, Bangalore",The Fisherman's Wharf,Yes,Yes,4.4,4099.0,080 49653108,Sarjapur Road,"Casual Dining, Bar","Sea Food, Caesar Salad, Jumbo Prawns, Cocktails, Mocktails, Goan Fish Curry, Curry Crab","Seafood, Goan, North Indian, Continental, Asian",1400.0,Dine-out
 ('Rated 5.0', 'RATED\n  Absolutely loved this new place. The place is very very huge with separate section for pub with dance floor and one for dining. We ordered almost everything on the food menu and every dish was delicious and well presented. The DJ though, was a bit disappointing.'), ('Rated 4.0',,, courteous, well behaved and polite staff. Order delivered right on time, good food suggestions provided.\n\nFood - 4/5\nGood options available and the menu is well designed for junk lovers.We tried the cheesy fries, Chinese bhel and chicken tikka biryani. I found biryani to be spicy despite providing clear instructions to make it less spicy. However, people with tongues of steel would love the spicy element.\nThe only thing that I felt was lacking was a few healthy items on the menu for fitness freaks.\nI tried kombutcha and ice tea. The first non-alcoholic drink was really good.\n\nOverall a great place to have the smacking food and drinks!!'),, spaghetti
 amazing food and drinks?\nthe platter was good, and the music was awesome, bollywood night is awesome. the ambience is good and good place to hangout.'), ('Rated 3.0',,, 'RATED\n  Opus is one spot for people who want to dance, chill, sit and relax and sip on their drinks, conduct office/personal parties. The place is a high octane arena for all party goers. Ambience is good. Variety of liquor options available. Pocket friendly Entry fee. Food is okayish. Crowd is maximum on weekends post 10:30pm. Overall the place gets- 4/5 ??'), ('Rated 4.0',, 'RATED\n  Prompt service nice
 ('Rated 5.0'," """"RATED\n  Loved everything about it. I took my parents out for lunch and this restaurant seemed perfect. The ambiance is really", well, gold! Good food,,, ('Rated 5.0', 'RATED\n  Was there with my family . One of the best places to visit with family near marathalli. The environment was royal and food was very good and service too.There are some selfie points in restaurant , worth to take pictures. ZOMATO GOLD WORKS HERE !!!!'), ('Rated 5.0', 'RATED\n  Lovely staff and such wonderful service! It made the dinner all the more worth it. The portion size is big and more than enough for 2 people. Their stuffed cheesy mushrooms are a must have. They are also known for their buffet,," """"RATED\n  It's been a long pending to write about this place..\n\nTheir royal decor was the first amazing factor of this place and second was their service.\n\nMr. Babu and Mr Ranjit did a great job. Serving with smiles and treating customers with their best skills.?\nWe went for Ala Carte as they were having Zomato Gold offers.\nWe had Barwan Kumbh and veg fantasy pizza\nBoth dishes were good but never stood out in taste.\n\nFor mains we had Biryani.\nIt tasted good but it was not piping hot so again it lacked the points there.\n\nAt last Rabdi was a pure delight :)\n\nI would like to go again to experience their great service and better food this time :)\n\nOverall ratings:\nFood :3.5/5\nAmbience :4/5\nService: 4.5/5\nPocket friendly: 3.5/5\n\nCheers!"""")"
 hookah and live screening of games ( football/cricket..etc)...They accept Zomato gold which is a plus point... There is a option for fish pedicure which is awesome and something new and different...'), ('Rated 4.0', 'RATED\n  Nice place to hangout with colleagues. Good ambience and nice food. The drunks are also well made\n\nThey offer wallet parking as well in the crowded Maratahalli junction\n\nservice time to serve can be bettered'), ('Rated 4.0',,," """"RATED\n  They don't have a DJ but the music was good.its a roof top pub.they don't have dance floor.they have displays so you can enjoy sports and they have a fish pedicure for free like a small pool. Food was exciting.its near marathali opposite to Black Pearl."""")", ('Rated 5.0', 'RATED\n  Loved the service provided here by Suraj\nFood was tasty, must try the chicken starters\nAmbience is awesome\nThe place has free fish leg spa and a Swing ..\nTotally a fun place to hang out with groups\nMust visit ! Would totally recommend my friends to visit this place'), ('Rated 5.0',, the best in Bangalore. Zomato gold is also available here. They can decrease the music volume little bit so that people can talk. ??\nFish spa is also there.')
mocktails ) -5/5\nService -5/5\n\nIn food tried the buffet items such as Kanchan paneer, hyderbadi biryani ,tawa ke veg, fruit tart,,,kheer khaja, mango Panna cotta.\n\nAlso tried, mangolian veg curry, smoked brocolli, hyderbadi biryani,,very berry cranberry and rolling satisfaction in mocktails...very refreshing!!\n\n??MUST TRY??\nSmoked chicken malai tikka
"1st Floor, GRS Towers, Above Spencers Hyper Market, Sarjapur Main Road, Sarjapur Road, Bangalore",AB's - Absolute Barbecues,No,Yes,4.7,881.0,040 45659915,Sarjapur Road,Casual Dining,"Fish, Salad, Paan Ice Cream, Mocktails, Chicken Curry, Phirni, Panneer Butter Masala","European, Mediterranean, North Indian, BBQ",1600.0,Dine-out
 onion rings, potato wedges, corn & cheese bites), rosy veg pasta and a kiwi melon cooler. I enjoyed the dishes I ordered. Everyone else said their food and drinks were good too. Their service was quick,,," all their tables on the first floor were occupied. It's a nice place to hang out with your friends for a nice meal or a few drinks."""")", ('Rated 4.0', 'RATED\n  My first visit to this outlet and getting there from south blr on a Friday evening was not an easy task. Place is on the top floor with both indoor and outdoor seating. Someone at work was treating and we were a group of 10 people. Ambiance is great and I would have preferred the outdoors. Seating arrangement is comfortable and the tables not cluttered.\nMost of us sticked wheat beer and we ordered a variety of starters. Loved stuffed mushrooms, potato skins and the grilled fish. The veg pizza was amazing.\nI would love to revisit on a weekday or weekday noon and the outdoors would be ideal for the winter days. Prost.'), ('Rated 5.0',, this place gives a mixed feeling with an never ending hope that mist will clear and BOOMMM!!!\nThe menu is bit like a read after few drinks
"82/4B, Next To Wipro Corporate Office, Sarjapur Road, Bangalore",The Hidden Home,Yes,Yes,4.3,994.0,080 49653432,Sarjapur Road,Casual Dining,"Brownie Chocolate, Manchow Soup, Jalebi, Rabri, Mocktails, Beer, Tandoori Chicken","Asian, Chinese, Continental, North Indian, South Indian",1300.0,Dine-out
 a chocolate dessert.\n\nAnother visually appealing and delicious dessert was the cake and ice cream served in a heeled shoe totally made out of chocolate with a cherry on top.'), ('Rated 3.0', 'RATED\n  Been to this place for a team lunch. ambiance is okay. The food is strictly average. But the good thing is the service. You have to wait for nothing. Also this is one place where they accept Zomato gold even for buffet'), ('Rated 4.0',,, they had a printout with options of food listed, which was bit of disappointment. Food taste was overall ok but they were noting down the items which is not how a buffet works. It was same for all courses, starters, main course and desert.'), ('Rated 4.0',, ('Rated 4.0'
